id	yield	reactant_smiles	solvent_smiles	base_smiles	product_smiles	catalyst_smiles
66	74.90353	Nc1ccc(C)cc1.Ic1ccc(CC)cc1.P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.o1nc(-n2cccc2)cc1C	CS(=O)C	CN1CCCN2C1=NCCC2	CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C	CC(=O)[O-].CC(=O)[O-].[Pd+2]
67	20.54633	Nc1ccc(C)cc1.Brc1ccc(OC)cc1.P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.s1cccc1-c1cc(C(=O)OC)no1	CS(=O)C	CC(C)(C)N=C(N(C)C)N(C)C	COC1=CC=C(C=C1)NC2=CC=C(C=C2)C	CC(=O)[O-].CC(=O)[O-].[Pd+2]
68	0	C#CC1=CC=CC=C1.IC1=CC=C(C(C)=O)C=C1.N[C@H]1[C@H](N)CCCC1	C1COCCO1	[O-]P([O-])([O-])=O.[K+].[K+].[K+]	O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C	O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C
69	37	OB(C1=CC=CC=C1)O.BrC#CC1=CC=CC=C1	CCO	[O-]P([O-])([O-])=O.[K+].[K+].[K+]	C1(C#CC2=CC=CC=C2)=CC=CC=C1	C1(C#CC2=CC=CC=C2)=CC=CC=C1
70	86	COC1=CC=C(C#C)C=C1.BrC#CC1=CC=CC=C1	CCO	O=C([O-])[O-].[K+].[K+]	COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1	COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1
71	0	COC1=CC=C(C#C)C=C1.BrC#CC1=CC=CC=C1	CO	O=C([O-])[O-].[K+].[K+]	COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1	COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1
72	23	C#CC1=CC=CC=C1.IC1=CC=C(C(C)=O)C=C1.C12=CC=C3C(N=CC=C3)=C1N=CC=C2	O1CCOCC1	[O-]P([O-])([O-])=O.[K+].[K+].[K+]	O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C	O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C
73	79	C#CC1=CC=CC=C1.IC1=CC=C(N)C=C1.CNCCNC	O1CCOCC1	[O-]P([O-])([O-])=O.[K+].[K+].[K+]	NC2=CC=C(C=C2)C#CC1=CC=CC=C1	NC2=CC=C(C=C2)C#CC1=CC=CC=C1
74	46	OB(C1=CC=CC=C1)O.BrC#CC1=CC=C(C)C=C1.CNCCNC	O1CCCC1	[O-]P([O-])([O-])=O.[K+].[K+].[K+]	CC1=CC=C(C#CC2=CC=CC=C2)C=C1	CC1=CC=C(C#CC2=CC=CC=C2)C=C1
75	69	OB(C1=CC=CC=C1)O.BrC#CC1=CC=C(C)C=C1.CNCCNC	O1CCCC1	[O-]P([O-])([O-])=O.[K+].[K+].[K+]	CC1=CC=C(C#CC2=CC=CC=C2)C=C1	CC1=CC=C(C#CC2=CC=CC=C2)C=C1
76	31	OC1=CC=CC=C1.IC1=CC=C([N+]([O-])=O)C=C1.OC(C1CCCN1)=O	CC#N	Â [OH-].[K+]	O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-]	O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-]
77	90	CC1(C)COB(C2=CC=CC=C2)OC1.ClC1=CC=CC=N1.C1(C2=CC(C3=CC=CC=C3)=CC(C4=NC=CC=C4)=N2)=CC=CC=N1	O1CCCC1	C[O-].[K+]	C1(C2=CC=CC=C2)=CC=CC=N1	C1(C2=CC=CC=C2)=CC=CC=N1
78	74	CC1(C)COB(C2=CC=CC=C2)OC1.ClC1=CC=C(Br)C=N1.C1(C2=CC(C3=CC=CC=C3)=CC(C4=NC=CC=C4)=N2)=CC=CC=N1	CN(C=O)C	C[O-].[K+]	BrC(C=N1)=CC=C1C2=CC=CC=C2	BrC(C=N1)=CC=C1C2=CC=CC=C2
79	93	SC1=CC=CC=C1.IC1=CC=C(OC)C=C1.N1(CC2)CCN2CC1	CC#N	O=C([O-])[O-].[K+].[K+]	COC(C=C1)=CC=C1SC2=CC=CC=C2	COC(C=C1)=CC=C1SC2=CC=CC=C2
80	96	C#CC1=CC=CC=C1.IC1=CC=C(OC)C=C1.C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6	CN(C=O)C	O=C([O-])[O-].[K+].[K+]	COC2=CC=C(C=C2)C#CC1=CC=CC=C1	COC2=CC=C(C=C2)C#CC1=CC=CC=C1
81	71	OC1=CC=CC=C1.IC1=CC=C(OC)C=C1.CN(C)CC(O)=O.Cl	C1COCCO1	O=C([O-])[O-].[Cs+].[Cs+]	COC(C=C1)=CC=C1OC2=CC=CC=C2	COC(C=C1)=CC=C1OC2=CC=CC=C2
82	66	C1=CC=CC=C1.BrC(C=C1)=CC=C1OC.CNCCNC	C1=CC=CC=C1	C[Si](C)(C)N([Li])[Si](C)(C)C	COC1=CC=C(C=C1)C2=CC=CC=C2	COC1=CC=C(C=C1)C2=CC=CC=C2
83	34	SC1=CC=CC=C1.IC1=CC=C(C(C)=O)C=C1.OC(C1CCCN1)=O	O1CCCC1	O=C([O-])[O-].[K+].[K+]	O=C(C)C1=CC=C(SC2=CC=CC=C2)C=C1	O=C(C)C1=CC=C(SC2=CC=CC=C2)C=C1
84	0	SC1=CC=CC=C1.IC1=CC=C(C(C)=O)C=C1.OC(C1CCCN1)=O	CC#N	CC(C)(C)[O-].[Na+]	O=C(C)C1=CC=C(SC2=CC=CC=C2)C=C1	O=C(C)C1=CC=C(SC2=CC=CC=C2)C=C1
85	73	C1(NC2=CC=CC=C2)=CC=CC=C1.BrC1=CC=CC=C1	CC1=CC=CC=C1	CC(C)(C)[O-].[K+]	C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1	C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1
86	97	C#CC1=CC=CC=C1.IC1=CC=CC=C1.CNCCNC	C1COCCO1	O=C([O-])[O-].[Cs+].[Cs+]	C1(C#CC2=CC=CC=C2)=CC=CC=C1	C1(C#CC2=CC=CC=C2)=CC=CC=C1
87	85	C#CC1=CC=CC=C1.IC1=CC=CC=C1.CNCCNC	C1COCCO1	O=C([O-])[O-].[Cs+].[Cs+]	C1(C#CC2=CC=CC=C2)=CC=CC=C1	C1(C#CC2=CC=CC=C2)=CC=CC=C1
88	10	C#CC1=CC=CC=C1.IC1=CC=CC=C1.CN(C)CCN(C)C	C1COCCO1	O=C([O-])[O-].[Cs+].[Cs+]	C1(C#CC2=CC=CC=C2)=CC=CC=C1	C1(C#CC2=CC=CC=C2)=CC=CC=C1
89	13	C#CC1=CC=CC=C1.IC1=CC=CC=C1.CNCC(O)=O	C1COCCO1	O=C([O-])[O-].[Cs+].[Cs+]	C1(C#CC2=CC=CC=C2)=CC=CC=C1	C1(C#CC2=CC=CC=C2)=CC=CC=C1
90	52	C#CC1=CC=CC=C1.IC1=CC=C(C(C)=O)C=C1.O=C(CC(C1=CC=CC=C1)=O)C2=CC=CC=C2	CN(C=O)C	O=C([O-])[O-].[K+].[K+]	O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C	O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C
91	60	C#CC1=CC=CC=C1.IC1=CC=C(C(C)=O)C=C1.O=C(CC(C1=CC=CC=C1)=O)C2=CC=CC=C2	CN(C=O)C	O=C([O-])[O-].[K+].[K+]	O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C	O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C
